destination,category,user_url,username,stars,time,text
JIH Hospital,Hospital,https://www.google.com/maps/contrib/102369222623446153739/reviews?hl=en,Lee K,2,4 years ago,"Went here for PCR as recommended by a local. Was charged 700k and got the result within an hour or so which was good. However, as I tried to contact them regarding the update on my health app they weren’t helpful and was pretty rude for no reason."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/114131832073643615595/reviews?hl=en,Guntur Sarwohadi,4,10 years ago,Clean and nice hospital. Had my daughter born here. Some of the doctors can be a little dodgy (like some of the reviews). I suppose you'll need to know the doctor well enough to stay safe. Having an insurance also is beneficial.
JIH Hospital,Hospital,https://www.google.com/maps/contrib/110244462778501158548/reviews?hl=en,安帝,5,4 years ago,"the best hospital in the town with the great services and great doctors,nurses and staff."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/111202836713725818033/reviews?hl=en,Bob Hogan,1,4 years ago,"WORST service so far for if you're going to get a premium covid test, so today on 18th July 2021, I bought the PCR express package that promised to have result in 3 hours for 2.000.000 rupiah. ""a pretty hefty price but its worth it"" I …"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/112183141035621541086/reviews?hl=en,Natalie Tjong Seda,1,3 years ago,"Absolute disgrace of a hospital. Appointment at 14:30 & now almost 16:00 with no doctor in sight. My sister is having a mental breakdown in the middle of hospital, no sympathies from the nurses, the only thing they said was “doctor on the …"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/109822341124337666086/reviews?hl=en,In'am Nurul Fuady,5,2 years ago,"The nursing staff was incredible. They were always friendly and respectful, and compassionate to our situation. They went above and beyond for us."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/117067627291989511797/reviews?hl=en,Hidana J,2,7 years ago,I went there on Monday at 3.30pm. I waited more than 2 hours in the pharmacy and the cashier. Even healthy person would go sick waiting for that long. And the pharmacist even told me one of the meds my doc prescribed for me wasnt available! …
JIH Hospital,Hospital,https://www.google.com/maps/contrib/114093241097010077151/reviews?hl=en,Afnan Ngathour Rahman,5,6 years ago,"Wow this is international hospital, there a canteen, mosque toilet etc"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/108708042614683763121/reviews?hl=en,Susmita Adiani,5,7 years ago,"The admission staff, nurse, and doctor were really helpful and friendly. I went there to check my pregnancy to Doctor Enny, and she paid so much attention to every detail in giving dos and donts for pregnant woman, she explained the usg …"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/117301598114230470749/reviews?hl=en,small island and infrastructure study center,1,4 years ago,"drive through PCR/Antigen is disappointing. I had register online but still i have to wait for 40 minutes (only 4 cars queing in front of my car); and asked for collected my id card. The nurse is not skillful, the process hurts my nose."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/116511675004378935766/reviews?hl=en,Waqqas Hanafi,3,10 years ago,The hospital building is nice. It still feels new. The problem is that many doctors are incompetent. A doctor couldn't diagnose my allergic reaction without my help. He was writing a prescription for measles when I insisted it's not …
JIH Hospital,Hospital,https://www.google.com/maps/contrib/106837061412807801534/reviews?hl=en,MasBeck Cristiano A71,5,3 years ago,"I’ve been admitted here three times. I am grateful for the excellent nurses, doctors, staff and all the healthcare workers here for taking good care of my family and recover in the shortest time. thank you so much 🙏🏼 …"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/100030137917501878461/reviews?hl=en,Fajar Latif,4,Edited 7 years ago,"The best hospital in yogyakarta. I never smell medicine when I was entered in the hospital. The hospital is clean, comfortable and the employee is really friendly. The vibe is good is not like the common hospital in the town."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/103465054850690324725/reviews?hl=en,Ima Puspita Sari,3,9 years ago,"It looks like a hotel than a hospital. Not sure about the quality of in-house doctors. But a friend had tumor surgery that went well. If you want an escape from home to get a good bedrest and some minor med treatment this place is OK. Again, not sure for major illnesses."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/105034031531239151088/reviews?hl=en,satriapradana,5,2 years ago,"All the member of the family always went to this hospital. The born of our two sons, both of us as parents and grand parents, always do the medical checkup and examination with jih. Always be great jih."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/111872030724084820356/reviews?hl=en,Jörg Gerlach,1,4 years ago,"For my journey back home to europe i had to present a negative Covid19- PCR-Test. I choosed JIH, because its sounds serious. On 2nd of may I went to JIH for a fast PCR-Test, result in 3 hours, costs 2 milliion Rupia, I payed with credit …"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/111207153479265261230/reviews?hl=en,Rum Imam,5,a year ago,"Good service, friendly employee"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/111199312998475535673/reviews?hl=en,dhien dhien,5,8 years ago,"My son always cries every meet the doctor in other hospital, but I was really surprise, he didn't cry when he met the doctor in JIH. The ambience is like children playground, and the doctor is helpful and communicative"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/109983235999105750703/reviews?hl=en,nova vera,1,Edited 4 years ago,"I change my mind about JIH. Today I had arrangement with the doctor at 11.00am, but they postponed until 13.00pm. I waited 2 hours with my baby. The most terrible part, queue on billing is too long."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/108205299312857922163/reviews?hl=en,bambang kun cahyono,5,Edited 7 years ago,"a Hospital, which is the atmosphere as like a hotel.. :)"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/112197222812777885172/reviews?hl=en,De Alzaro,2,Edited 6 years ago,"Watch Out! JIH Hospital is not ""Jogjakarta International Hospital""!!! Indeed it used to be Jogjakarta International Hospital but it changed in 2010 but still using the same ""JIH"" abbreviation. ""Rumah Sakit JIH"" is instead an Islamic-based …"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/117242456617667538816/reviews?hl=en,Pramadya Maulana,5,8 years ago,A very nice hospital that will treat you with amazing hospitality.
JIH Hospital,Hospital,https://www.google.com/maps/contrib/107736431620419066278/reviews?hl=en,Wok With me,5,2 years ago,Very well serviced Hospital. Staff from security to Doctors are very very accommodating and attentive and helpful. Keep up the good work.
JIH Hospital,Hospital,https://www.google.com/maps/contrib/113307917528466712397/reviews?hl=en,Emilia N,5,6 years ago,"I always get the nice experience here since in a year I always hospitalized at least 2 times. Reasonable price and more affordable, the service is nice, the nurses and the doctors is great too."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/100819701678985754858/reviews?hl=en,Anang Alfarazi,5,2 years ago,"great hospital in Yogyakarta. Best service and fast response. The staff, nurses and doctors are great and humble."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/101802687269636701305/reviews?hl=en,Ahsani Paramitasari,5,3 years ago,"Great hospital in Yogyakarta. Best service and fast response. The staff, nurses and doctors are great and humble."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/113382040395596547270/reviews?hl=en,Hangga Fathana,5,8 years ago,The most luxurious medical service in town
JIH Hospital,Hospital,https://www.google.com/maps/contrib/116691708105111148779/reviews?hl=en,meryta dewi,5,6 years ago,"Good services, clean, comfortable"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/114575946784314668629/reviews?hl=en,falka haidar,5,2 years ago,"Modern, good services, and nice staff. One of the best private hospital, I've visited."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/117432665480447875082/reviews?hl=en,nila listiana,5,2 months ago,Best hospital in Yogyakarta
JIH Hospital,Hospital,https://www.google.com/maps/contrib/111578870855485242808/reviews?hl=en,EL LAZZARO,3,6 years ago,"This hospital is well- designed and modern, physically luxurious , located in a very convenient location. However, its service is not as good as its complete facilities..."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/116098984623005507479/reviews?hl=en,Wahyu Widayat,4,4 months ago,Modern hospital. Nice.
JIH Hospital,Hospital,https://www.google.com/maps/contrib/105031715863733171921/reviews?hl=en,Olwin Kirab Novaldy,5,8 years ago,It has a good atmosphere which is good to foster the healing process...
JIH Hospital,Hospital,https://www.google.com/maps/contrib/114867690999230799157/reviews?hl=en,MeRachell Dimas,5,2 years ago,"One lf the best hospital in Jogja. From the service to the building all is perfect , definitely worth the money"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/107208735818122682620/reviews?hl=en,Wijanarko Sukma,5,2 years ago,"Their services are good, I can also book an appointment online using the mobile app. This is very confenient for me"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/108867004467801494878/reviews?hl=en,Ayu Lestarie,1,Edited 8 years ago,"75 minute I spent my time for waiting the medicine with a 5 person on the line.. Fantastic, not recommended at all! First coming and will be the last!"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/112082929087285926805/reviews?hl=en,Asri Faizun,5,8 years ago,"it's super clean here, it don't have that ""hospital smell"" which is really great, the services, nurses, and doctors are great too"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/101951797358382303225/reviews?hl=en,dian purnomo adi,5,5 years ago,"Drive thru, ride thru, walk thru covid test"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/104574962948145061408/reviews?hl=en,dewi mubarok,5,9 years ago,"Far from home but love this hospital.the most i like is the very clean hospital.clean atmosphere.there are coffeshop,bakery,pastry,canteen,free wifi.lots parking area.only 1 thing i dont like here is ""pricey"""
JIH Hospital,Hospital,https://www.google.com/maps/contrib/107993505827575647379/reviews?hl=en,Helmi Nurfuadi,5,6 years ago,"Was here several times because my friend was here with insurance from her dad’s workplace. Stunning designs of lobby, corridors, and wards. Looks like a hotel."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/102193652762317866870/reviews?hl=en,kenshiro kun,5,3 years ago,"Have the best experience for being here. Nyaman bersih, the nurses are really friendly."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/102456553260096756722/reviews?hl=en,alitya adityaputri,5,2 years ago,Nice hospital. FO doctor and nurse very helpful. And there is mini playground inside.
JIH Hospital,Hospital,https://www.google.com/maps/contrib/114602011155366285901/reviews?hl=en,Jonas,5,9 years ago,Highly recommended! Staff and doctors spoke English very well. Uncomplicated and competent help. Good coffee 😉 …
JIH Hospital,Hospital,https://www.google.com/maps/contrib/103746437065120272640/reviews?hl=en,Sunita Khemani,4,6 years ago,People shound not leave the place dirty as its a hospital. Specially it happens with family with children. And also the hospital staff should pay more attention
JIH Hospital,Hospital,https://www.google.com/maps/contrib/104439103125184935459/reviews?hl=en,Yann H,4,8 years ago,Secure. Save and really generous ... Good services..... 5 days being inpatient .... Recommended.. pengalaman pertama disini di Jazmine Utara 4402...
JIH Hospital,Hospital,https://www.google.com/maps/contrib/109080390106307820817/reviews?hl=en,naclette,5,2 years ago,Extremely impressed & delighted with consultation. Very pleasant and helpful doctor.
JIH Hospital,Hospital,https://www.google.com/maps/contrib/103096526605395223449/reviews?hl=en,Nining widyawati212,5,2 years ago,one of the best hospitals in Jogja with complete health facilities and good services
JIH Hospital,Hospital,https://www.google.com/maps/contrib/103474556623661876315/reviews?hl=en,Adi Wirastu,5,2 years ago,"I was got Covid-19 Test here before, service was good and fast result."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/107925947836008429707/reviews?hl=en,Sulistyo Sulistyo,4,4 years ago,Had 2 chances to get genose and drive through antigen unfortunately the que seems slow and not well informed on the process.
JIH Hospital,Hospital,https://www.google.com/maps/contrib/113584708366030308395/reviews?hl=en,Dimas Agy,5,4 years ago,The best Hospital with health facilty in Yogyakarta
JIH Hospital,Hospital,https://www.google.com/maps/contrib/114970085084016266891/reviews?hl=en,Matheo Kenji,5,7 years ago,Most comfortable hospital in yogyakarta
JIH Hospital,Hospital,https://www.google.com/maps/contrib/106621721218173498095/reviews?hl=en,Arum Diana Putri,5,2 years ago,Great hospital in Yogyakarta. Fast respons and best service.
JIH Hospital,Hospital,https://www.google.com/maps/contrib/102804559760056283774/reviews?hl=en,Deny Albatrossa,4,7 years ago,"The location is very good. Its located on main Yogyakarta ring road.
It is clean, friendly and helpfull staff."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/116945294311639331245/reviews?hl=en,adhiyoga ikhsan,4,6 years ago,Over all nicee
JIH Hospital,Hospital,https://www.google.com/maps/contrib/112674156333226659896/reviews?hl=en,Hindun Priady Sholihat,5,3 years ago,"Service Accellent!
The place is very comfortable and the doctors are very good."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/105006278745491920474/reviews?hl=en,Supartono Muhammad,5,2 years ago,Good lah
JIH Hospital,Hospital,https://www.google.com/maps/contrib/101420602738943109095/reviews?hl=en,suliantoro sulaiman,5,3 years ago,"The most excelent service, n good hospitality too, hospital in town...n also the most reachable hospital too"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/110470699352177573305/reviews?hl=en,Raden Oktova Gamma Star,5,8 months ago,"A modern general hospital inside Lippo Plaza at Jl. Ipda Adisucipto (Jl. Solo), Yogyakarta City. I had a check up with MRI (Magnetic Resonance Imaging). Friendly and helpful staff. On some floors there are food, snack and drink counters. Note: a food court and spacious parking lots for motorbikes and cars at the Lippo Plaza."
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/113996705312820734074/reviews?hl=en,R W,1,4 months ago,What a poor experience at that hospital. I had a confirmed appointment with a certain Dr via their app supposedly at 14.48 and was asked to be present 15’ prior to that time. I arrived at around 14.30. …
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/109456506787396171063/reviews?hl=en,Fadhil Amadan,5,2 years ago,"My recent visit to Siloam Hospitals Yogyakarta for a medical checkup left me with a positive impression of the facility. The service provided was commendable, reflecting a commitment to patient care and well-being. …"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/114899725240195742007/reviews?hl=en,Bambang Sujono,5,a year ago,"warm&friendly services from all crew: recepsionist/customer service, front/registration officer, online support, cashier, and the doctor, clean&comfortable rooms with air conditioner...the best hospital in town, love it."
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/105134025470856718010/reviews?hl=en,Rz',5,Edited a year ago,"family hospital, which is highly recommended. I feel comfortable like at home. when I was treated and handled directly by doctor Andreas Ariawan SpB with teams and Nurse. Patient care is fast, friendly and full of love. The cashier, …"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/107258558354010353328/reviews?hl=en,Riza Primadi,5,4 months ago,"Thank you for the great service, for taking care of me."
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/115438243717546500063/reviews?hl=en,Timur W,5,5 years ago,Very modern and clean hospital although it's a little bit small for a hospital. The atmosphere is quite good even in this covid era. …
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/104061758346808565976/reviews?hl=en,Kido Kiddo's World,5,4 years ago,"I was vaccinated here on 2 July,2021.  I am really satisfied with their service. I am thankful how they have welcome me there though it was a free vaccination program from the governent. I needed to go through nearly 3,5 hours and I …"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/118122018430227788647/reviews?hl=en,Taufik Danadidjaja,5,3 years ago,"I was having a terrible cough and headache during my short visit to Yogyakarta yesterday. When I was about to dial Siloam Hospitals Yogyakarta contact number I found on the internet, I didn't expect that I would have such swift response …"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/101730904294824062888/reviews?hl=en,Agung Budiharta,5,Edited 6 months ago,"Mostly nurse, front office friendly.. my cardio doctor so communicate and concerned to patients especially Yogyakarta Siloam Hospital"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/109227990484311355691/reviews?hl=en,Untung Widodo,5,5 months ago,Served with a loyal & smiling face employee and handed with a good doctor
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/106950679661214846972/reviews?hl=en,sonny pongoh,5,a year ago,"Since i enter the front door, information desk staff help me and explaint my question in friendly manner. Also the admin staff although looks like tired n busy but she was very kind and helpfull. …"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/117815173039960802735/reviews?hl=en,Oka Mahendra,4,8 years ago,Nice clean and professional with the advance equipment. But the cost is higher than local hospital
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/109367347839531737196/reviews?hl=en,Wiwik Wulandari,5,2 years ago,"Recommended hospital in Yogyakarta. Thanks for the hospitality and good services. As the patient, I am impressed"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/105003556923014972965/reviews?hl=en,akbar sidiq,5,7 years ago,"Professional medical team,  good communication with patient,  clean,  quite so we can rest and heal from disease"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/103233723198913337484/reviews?hl=en,Wasma Sofiyyah Sofyan Kau,5,10 months ago,The service is very friendly and pleasant. Very clean and tidy. There is WIFI facility too. The food is also very delicious and varied.
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/114068887756111512246/reviews?hl=en,Jeje Hadid,4,a year ago,"sigap dan tanggap, the nurses also very kind even during peak season on the emergency"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/100615106721011648093/reviews?hl=en,iam golden,5,6 months ago,Nice & Good service Hospital in the town of Yogjakarta
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/103027645389245524152/reviews?hl=en,endang koes,5,Edited a year ago,All staff is nice and hospitality..the doctor explain clearly..am really impressed with dis hospital..good job...
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/115583148794117637639/reviews?hl=en,zha,1,a year ago,"bad experience while process from front office. registration process for new patient took almost 1 hour, finally I only got consultation from the doctor without actions cause the doctor’s schedule almost finished😃 lol. there’s only 1 PC at …"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/101806666095039929083/reviews?hl=en,Nindito Bagaskara,1,2 years ago,"Forget this hospital if you value your time at all.
Bad facilities, even worse staff & services. …"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/109928148773244151524/reviews?hl=en,Vania TS,5,Edited 2 years ago,"Love the VVIP, Suite, Presidential Suite Room, it looks clean and feels so comfy. the VIP Room is also great. the staffs/nurses are usually super friendly and helpful, the doctors I’ve seen are nice. the price is actually quite pricey though, but it’s ok as long as patients get all the best things they need and deserve."
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/104292728052460704317/reviews?hl=en,Roni Purnama,5,2 years ago,Thank you for care of me during surgery. All doctor and nurse very helpful...👍🏻👍🏻 …
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/116866891896318745954/reviews?hl=en,Mario Prajna Pratama,1,2 years ago,"Took a lab test on April 19th. Booked & paid online, and they charged me for additional cost (paid 400k, plus additional cost more than 200k). Promised that the results will be sent through email in a week. Still no result. No response in …"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/110160767266960076059/reviews?hl=en,Amber Franklin,2,2 years ago,"Visited on February 21, 2024. At the time of my visit, I had been feeling unwell for a week. Dr. Joyo Santoso ordered lab work for me. Majority of my results were fine. Dr. Santoso’s ultimate diagnosis for me was anxiety. I have never had …"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/108994318305411762908/reviews?hl=en,Javan weißes Hase,5,2 years ago,"Top notch service, great facility.
Comparable to MRCCC.
The staffs, nurses and doctors are approachable and attentive. …"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/106153507913090069170/reviews?hl=en,sandra lantu,5,a year ago,"Nice people and the service are good, today i meet dr. Indira, she is good in her job..thank you very much"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/116592081445331005664/reviews?hl=en,Alexandra Prima,1,3 years ago,"I don't recommend this hospital.
The security and staff looked puzzled when I took my uncle to the IGD for breathing difficulty. …"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/102047233799880876567/reviews?hl=en,Lucas Weber,5,2 years ago,"My companion had serious problems with her digestive tract. In Siloam she was treated professionally and quickly (analysis and following precipitation).
We felt very comfortable!"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/104545788970040750674/reviews?hl=en,punch thatshrek,5,a year ago,all services are good and have a good doctor too! also the nurses. thank you siloam hospital yogyakarta!
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/101088140691718744754/reviews?hl=en,Eben Kadja,5,a year ago,Everything was excellent service..the best I ever get in my life..so keep it up..the reception and all the crew was so nice and the hospitality  manner was totally I found there..thank you for good  service..God bless..
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/109120057879114148169/reviews?hl=en,Fendi Sihombing Official,5,Edited 8 months ago,Excelent staff and service by FO and Docter Hilmi
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/110491309584344660611/reviews?hl=en,Darwin Pratama,5,2 years ago,"I have visited this hospital a few times and it's become one of my comfort hospital. They have a good system which they record your lab results and history since the first time you register into the hospital, so you don't have to re-register every time you go to the hospital"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/100515806048116116722/reviews?hl=en,O,5,4 years ago,"One of the best hospital in Yogyakarta, now Siloam Hospital Yogyakarta has been me and my family go-to hospital. …"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/104033344768117617591/reviews?hl=en,Wani,1,4 years ago,I don't recommend anyone to get vaccinations here especially for elderly if you are not in perfect good health. Cause they put birocracy over patient's conditions! I had to get tense to get it as fast elderly vaccine. If I could put zero on …
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/115266560455172513510/reviews?hl=en,Monic Andyani,1,6 years ago,"I had to wait with a really bad experience given by the security and staff.
The security guard keeps on eyeing me and told me to walk all over to Lippo Plaza because I brought my helmet in. My boyfriend dropped me in since I was need a …"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/113735198108856157208/reviews?hl=en,aryan morita,2,5 years ago,I went to this hospital for taking COVID-19 swab /PCR test. I have registered via their website and paid with CC (It was clearly written in their website about the price and payment methods). I got the notification about the order number …
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/100033875325436333360/reviews?hl=en,Mei Diyanto,5,4 years ago,"My name is Mei,   I'm not very good at speaking Indonesian even though I'm from Indonesia because I don't study Indonesian much and have lived in another country for a long time.  Therefore I use two languages,  Malay and English.  I ask …"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/114095313213656463231/reviews?hl=en,Julia Riza,1,5 years ago,"On the 4th of January, my mother (MR no 0060519) initial LNM had an appointment for antigen test and RT PCR covid19 test at 8am , and the hospital did the test at 9am.(it was 1 hr late), i requested the result to be in English for overseas …"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/114733368553725796866/reviews?hl=en,Tony Reez,5,2 years ago,I was so happy to meet dr. Melna in siloam. She was so care to our son when he was examined. I would like to say thanks also to nurses the for giving us best experience there
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/108625319799958689707/reviews?hl=en,Haryo Mataram Adinegoro,1,5 years ago,"On 28 December 2020 I get the RT Antigen. First impression for waiting area was BAD. The emergency toilet was very BAD and the staff was not agile. I wait 2 hours for test and already come to the place earlier, but all people after me …"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/108206341479303821807/reviews?hl=en,Hendra,5,Edited a year ago,Good place to check up your health
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/113238639907842299252/reviews?hl=en,Ronny,5,8 years ago,"Newly established Siloam Hospital in Yogyakarta. They serve Emergency case, outpatient, inpatient, radiology or imaging service, haemodialysis, endoscopy, chemotheraphy, ICU, NICU, and medical rehabilitation. Doctors are not much, but they …"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/108612987839826725159/reviews?hl=en,Eleonard Gabriel,5,4 years ago,"had a random dentist appointment with drg. Cindy Puspita Sari, Sp. Ort. She is very assertive, thorough, detailed and provides extra explanation toward dental healthiness. Thank you so much drg. Cindy, Siloam Jogja very lucky to have u on board."
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/116220480584806075298/reviews?hl=en,Teresa Shinta,1,6 years ago,Better you are not come to this hospital when you diagnosed as tb. The nurse will throw the mask and use the mask in front of you and try to isolate you in a very very horrible isolation room even this is extrapulmonary tb which means it …
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/104100407580872636734/reviews?hl=en,Indra F,1,5 years ago,"What a waste of time! I took a Rapid Antigen Test on March 12th, 2021 at 1:15 PM. Got called at 2 PM after I asked the front desk (they seemed forget about their customers). Got the result at 2:45 PM via e-mail and hardcopy at 3:30 PM with …"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/115420948852173300617/reviews?hl=en,Miwa Project,1,7 years ago,"what a bad experience!
I went there with my sister and her baby. my sister want to check her ear. the Doctor schedule is 3.00-5.30. we arrived at 2pm and waiting for Doctor, the nurse …"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/101447245770592387946/reviews?hl=en,Róbert Fülöp,5,6 years ago,We come here for help about some illness during our holiday time. A very kind and professional Team arranged our problem. The hospital itself is very nice and well equipped. Thank you for the hospitality!
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/108540904450812634743/reviews?hl=en,Ari Yunanto,5,5 years ago,"Thank you Siloam Hospitals Yogyakarta for helping me through the bad moments when I got sick. The staffs, nurse, and doctor are helpful! Happy to be there and will back if need the medication"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/109585966164743830364/reviews?hl=en,Loony Luna,3,5 years ago,"I cannot say better thing when I was in need to do a rapid test, then it turned out that it was slower than other hospital. 1 hour well spent to do the registration :)"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/110313058323405538274/reviews?hl=en,Rifky Hartawan,5,2 years ago,"i forgot my phone was left at the cashier, the clerk was so kind enough to secured it for me. i am so greatful to siloam jogja staff"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/112593410563638847533/reviews?hl=en,Erna Martiana,5,Edited 2 years ago,"Good staff, great treatment, excellent doctor dr.Joyo Santosa. Nice environment.Thank you for having us 🙏🏻 …"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/100436387686623020304/reviews?hl=en,Anasthasia Windy,5,2 years ago,"I am personally very satisfied with the service and treatment from doctors, reservation staff, nurses and physiotherapy nurses at Siloam Hospital Yogyakarta."
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/102148412512838018146/reviews?hl=en,My Titus,1,4 years ago,I gave feedback via watsapp n it was just ignored...such a waste writing so long hoping that the feedback team will look in to fixing/improving the service but yet no respon Dont put ur telp no for feedback coz its useless...!!
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/113482800127878303258/reviews?hl=en,Dian Kartika Sari,5,7 years ago,"The staff are helpful and the doctors are friendly. The facilities are good. The enviroment is warm, nice dan clean. The wait isn't too long."
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/116747188673055694267/reviews?hl=en,Sylvia van den Bremen,5,6 years ago,"Very well treated by doctor, nurses and reception. We called ahead and were informed to come by and ask for the GP. Whole staff was  friendly, fast and efficient."
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/106319796713470947437/reviews?hl=en,E. Atina,5,11 months ago,good service and hospitality
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/103779576775759093127/reviews?hl=en,priyanto Priyanto,5,9 months ago,"The nurses are excellent,  kindess and helpful"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/111009087847251691706/reviews?hl=en,trulli amelia,5,a year ago,"The best hospital @ jogja, all team very friendly and communicative. The best Doctor"
Siloam Hospitals Yogyakarta,Hospital,https://www.google.com/maps/contrib/109422209058008868854/reviews?hl=en,Agus Salim,4,Edited a year ago,All the machine are completed and news very effective to all also the Doctor are competend
